datasourceId,sourceId,sourceType,outputFrequency,time,locationLatitude,locationLongitude,atmPressureIndividual.qcAssessment,atmPressureIndividual.qcFlags,atmPressureIndividual.raw,atmPressureIndividual.status,atmPressureIndividual.value,bcAllSourcesIndividual.qcAssessment,bcAllSourcesIndividual.qcFlags,bcAllSourcesIndividual.raw,bcAllSourcesIndividual.status,bcAllSourcesIndividual.value,bcBiomassIndividual.qcAssessment,bcBiomassIndividual.qcFlags,bcBiomassIndividual.raw,bcBiomassIndividual.status,bcBiomassIndividual.value,bcFossilFuelIndividual.qcAssessment,bcFossilFuelIndividual.qcFlags,bcFossilFuelIndividual.raw,bcFossilFuelIndividual.status,bcFossilFuelIndividual.value,bcSpectralBIndividual.qcAssessment,bcSpectralBIndividual.qcFlags,bcSpectralBIndividual.raw,bcSpectralBIndividual.status,bcSpectralBIndividual.value,bcSpectralGIndividual.qcAssessment,bcSpectralGIndividual.qcFlags,bcSpectralGIndividual.raw,bcSpectralGIndividual.status,bcSpectralGIndividual.value,bcSpectralIRIndividual.qcAssessment,bcSpectralIRIndividual.qcFlags,bcSpectralIRIndividual.raw,bcSpectralIRIndividual.status,bcSpectralIRIndividual.value,bcSpectralRIndividual.qcAssessment,bcSpectralRIndividual.qcFlags,bcSpectralRIndividual.raw,bcSpectralRIndividual.status,bcSpectralRIndividual.value,bcSpectralUVIndividual.qcAssessment,bcSpectralUVIndividual.qcFlags,bcSpectralUVIndividual.raw,bcSpectralUVIndividual.status,bcSpectralUVIndividual.value,no2ConcIndividual.qcAssessment,no2ConcIndividual.qcFlags,no2ConcIndividual.raw,no2ConcIndividual.status,no2ConcIndividual.value,o3ConcIndividual.qcAssessment,o3ConcIndividual.qcFlags,o3ConcIndividual.raw,o3ConcIndividual.status,o3ConcIndividual.value,pm10ConcMassIndividual.qcAssessment,pm10ConcMassIndividual.qcFlags,pm10ConcMassIndividual.raw,pm10ConcMassIndividual.status,pm10ConcMassIndividual.value,pm10ConcNumIndividual.qcAssessment,pm10ConcNumIndividual.qcFlags,pm10ConcNumIndividual.raw,pm10ConcNumIndividual.status,pm10ConcNumIndividual.value,pm1ConcMassIndividual.qcAssessment,pm1ConcMassIndividual.qcFlags,pm1ConcMassIndividual.raw,pm1ConcMassIndividual.status,pm1ConcMassIndividual.value,pm1ConcNumIndividual.qcAssessment,pm1ConcNumIndividual.qcFlags,pm1ConcNumIndividual.raw,pm1ConcNumIndividual.status,pm1ConcNumIndividual.value,pm2_5ConcMassIndividual.qcAssessment,pm2_5ConcMassIndividual.qcFlags,pm2_5ConcMassIndividual.raw,pm2_5ConcMassIndividual.status,pm2_5ConcMassIndividual.value,pm2_5ConcNumIndividual.qcAssessment,pm2_5ConcNumIndividual.qcFlags,pm2_5ConcNumIndividual.raw,pm2_5ConcNumIndividual.status,pm2_5ConcNumIndividual.value,relHumidAmbientIndividual.qcAssessment,relHumidAmbientIndividual.qcFlags,relHumidAmbientIndividual.raw,relHumidAmbientIndividual.status,relHumidAmbientIndividual.value,relHumidInternalIndividual.qcAssessment,relHumidInternalIndividual.qcFlags,relHumidInternalIndividual.raw,relHumidInternalIndividual.status,relHumidInternalIndividual.value,temperatureAmbientIndividual.qcAssessment,temperatureAmbientIndividual.qcFlags,temperatureAmbientIndividual.raw,temperatureAmbientIndividual.status,temperatureAmbientIndividual.value,temperatureInternalIndividual.qcAssessment,temperatureInternalIndividual.qcFlags,temperatureInternalIndividual.raw,temperatureInternalIndividual.status,temperatureInternalIndividual.value,windDirectionIndividual.qcAssessment,windDirectionIndividual.qcFlags,windDirectionIndividual.raw,windDirectionIndividual.status,windDirectionIndividual.value,windSpeedIndividual.qcAssessment,windSpeedIndividual.qcFlags,windSpeedIndividual.raw,windSpeedIndividual.status,windSpeedIndividual.value
DZSLW4602,APGQ336F,CLARITY_NODE,minute,2024-08-04T19:56:30.853Z,43.600699,-116.347853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],45.05,calibration-missing,,valid,[],59.04,sensor-ready,59.04,valid,[],27.39,calibration-missing,,valid,[],56.79,sensor-ready,56.79,valid,[],38.5,calibrated-ready,29.9,valid,[],58.91,sensor-ready,58.91,,,,,,valid,[],28.77,sensor-ready,28.77,,,,,,valid,[],35.32,sensor-ready,35.32,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T19:57:34.329Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-1.29,calibration-error,,,,,,,valid,[],15.42,calibration-missing,,valid,[],22.39,sensor-ready,22.39,valid,[],12,calibration-missing,,valid,[],21.71,sensor-ready,21.71,valid,[],15,calibrated-ready,12.66,valid,[],22.34,sensor-ready,22.34,,,,,,valid,[],28.57,sensor-ready,28.57,,,,,,valid,[],40.22,sensor-ready,40.22,,,,,,,,,,
DRNGA8818,AJGJQC4K,CLARITY_NODE,minute,2024-08-04T19:58:09.753Z,43.600724,-116.347888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],48.19,calibration-missing,,valid,[],62.99,sensor-ready,62.99,valid,[],28.22,calibration-missing,,valid,[],60.35,sensor-ready,60.35,valid,[],40.58,calibrated-ready,31.57,valid,[],62.81,sensor-ready,62.81,,,,,,valid,[],29.15,sensor-ready,29.15,,,,,,valid,[],35.16,sensor-ready,35.16,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-08-04T19:58:11.686Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-16.38,calibrated-ready,8.32,,,,,,valid,[],15.96,calibration-missing,,valid,[],21.24,sensor-ready,21.24,valid,[],10.62,calibration-missing,,valid,[],20.5,sensor-ready,20.5,valid,[],14.04,calibrated-ready,12.44,valid,[],21.19,sensor-ready,21.19,,,,,,valid,[],29.17,sensor-ready,29.17,,,,,,valid,[],39.52,sensor-ready,39.52,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T20:01:16.379Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-3.28,calibration-error,,,,,,,valid,[],14.15,calibration-missing,,valid,[],19.99,sensor-ready,19.99,valid,[],10.42,calibration-missing,,valid,[],19.36,sensor-ready,19.36,valid,[],13.38,calibrated-ready,11.7,valid,[],19.93,sensor-ready,19.93,,,,,,valid,[],28.31,sensor-ready,28.31,,,,,,valid,[],40.32,sensor-ready,40.32,,,,,,,,,,
DZSLW4602,APGQ336F,CLARITY_NODE,minute,2024-08-04T20:01:16.919Z,43.600699,-116.347853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],42.81,calibration-missing,,valid,[],56.85,sensor-ready,56.85,valid,[],27,calibration-missing,,valid,[],54.86,sensor-ready,54.86,valid,[],36.81,calibrated-ready,28.75,valid,[],56.75,sensor-ready,56.75,,,,,,valid,[],28.69,sensor-ready,28.69,,,,,,valid,[],35.3,sensor-ready,35.3,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-08-04T20:01:54.719Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-19.62,calibrated-ready,8.28,,,,,,valid,[],14.15,calibration-missing,,valid,[],20.37,sensor-ready,20.37,valid,[],10,calibration-missing,,valid,[],19.54,sensor-ready,19.54,valid,[],12.81,calibrated-ready,11.66,valid,[],20.32,sensor-ready,20.32,,,,,,valid,[],28.51,sensor-ready,28.51,,,,,,valid,[],39.59,sensor-ready,39.59,,,,,,,,,,
DRNGA8818,AJGJQC4K,CLARITY_NODE,minute,2024-08-04T20:02:48.190Z,43.600724,-116.347888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],46.58,calibration-missing,,valid,[],60.74,sensor-ready,60.74,valid,[],27.38,calibration-missing,,valid,[],58.09,sensor-ready,58.09,valid,[],39.38,calibrated-ready,30.6,valid,[],60.64,sensor-ready,60.64,,,,,,valid,[],29.12,sensor-ready,29.12,,,,,,valid,[],35.16,sensor-ready,35.16,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T20:04:56.695Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-7.28,calibration-error,,,,,,,valid,[],14.69,calibration-missing,,valid,[],19.36,sensor-ready,19.36,valid,[],10.04,calibration-missing,,valid,[],18.66,sensor-ready,18.66,valid,[],13.35,calibrated-ready,11.76,valid,[],19.3,sensor-ready,19.3,,,,,,valid,[],27.6,sensor-ready,27.6,,,,,,valid,[],40.36,sensor-ready,40.36,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-08-04T20:05:37.776Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-20.98,calibrated-ready,8.14,,,,,,valid,[],12.88,calibration-missing,,valid,[],17.93,sensor-ready,17.93,valid,[],8.65,calibration-missing,,valid,[],17.14,sensor-ready,17.14,valid,[],11.27,calibrated-ready,10.71,valid,[],17.88,sensor-ready,17.88,,,,,,valid,[],28.01,sensor-ready,28.01,,,,,,valid,[],39.68,sensor-ready,39.68,,,,,,,,,,
DZSLW4602,APGQ336F,CLARITY_NODE,minute,2024-08-04T20:05:56.841Z,43.600699,-116.347853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],42.5,calibration-missing,,valid,[],53.1,sensor-ready,53.1,valid,[],25.81,calibration-missing,,valid,[],51.07,sensor-ready,51.07,valid,[],36.55,calibrated-ready,27.92,valid,[],52.93,sensor-ready,52.93,,,,,,valid,[],29.12,sensor-ready,29.12,,,,,,valid,[],35.37,sensor-ready,35.37,,,,,,,,,,
DRNGA8818,AJGJQC4K,CLARITY_NODE,minute,2024-08-04T20:07:26.732Z,43.600724,-116.347888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],46.88,calibration-missing,,valid,[],60.9,sensor-ready,60.9,valid,[],27.81,calibration-missing,,valid,[],58.28,sensor-ready,58.28,valid,[],39.19,calibrated-ready,30.59,valid,[],60.79,sensor-ready,60.79,,,,,,valid,[],29.63,sensor-ready,29.63,,,,,,valid,[],35.26,sensor-ready,35.26,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T20:08:36.595Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-3.63,calibration-error,,,,,,,valid,[],15.27,calibration-missing,,valid,[],20.62,sensor-ready,20.62,valid,[],11.04,calibration-missing,,valid,[],19.8,sensor-ready,19.8,valid,[],14.27,calibrated-ready,12.21,valid,[],20.57,sensor-ready,20.57,,,,,,valid,[],28.17,sensor-ready,28.17,,,,,,valid,[],40.34,sensor-ready,40.34,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-08-04T20:09:20.834Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-17.33,calibrated-ready,8.16,,,,,,valid,[],15.42,calibration-missing,,valid,[],21.5,sensor-ready,21.5,valid,[],11.23,calibration-missing,,valid,[],20.66,sensor-ready,20.66,valid,[],14.23,calibrated-ready,12.4,valid,[],21.45,sensor-ready,21.45,,,,,,valid,[],28.26,sensor-ready,28.26,,,,,,valid,[],39.67,sensor-ready,39.67,,,,,,,,,,
DZSLW4602,APGQ336F,CLARITY_NODE,minute,2024-08-04T20:10:36.681Z,43.600699,-116.347853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],43.37,calibration-missing,,valid,[],53.53,sensor-ready,53.53,valid,[],25.57,calibration-missing,,valid,[],51.43,sensor-ready,51.43,valid,[],36.37,calibrated-ready,28.24,valid,[],53.36,sensor-ready,53.36,,,,,,valid,[],28.73,sensor-ready,28.73,,,,,,valid,[],35.52,sensor-ready,35.52,,,,,,,,,,
DRNGA8818,AJGJQC4K,CLARITY_NODE,minute,2024-08-04T20:12:05.269Z,43.600724,-116.347888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],46.97,calibration-missing,,valid,[],60.55,sensor-ready,60.55,valid,[],27.58,calibration-missing,,valid,[],57.88,sensor-ready,57.88,valid,[],39.78,calibrated-ready,30.64,valid,[],60.41,sensor-ready,60.41,,,,,,valid,[],29.56,sensor-ready,29.56,,,,,,valid,[],35.37,sensor-ready,35.37,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T20:12:16.555Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-0.56,calibration-error,,,,,,,valid,[],14.73,calibration-missing,,valid,[],20,sensor-ready,20,valid,[],10.23,calibration-missing,,valid,[],19.37,sensor-ready,19.37,valid,[],13.77,calibrated-ready,11.91,valid,[],19.95,sensor-ready,19.95,,,,,,valid,[],28.33,sensor-ready,28.33,,,,,,valid,[],40.36,sensor-ready,40.36,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-08-04T20:13:03.905Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-17.9,calibrated-ready,8.15,,,,,,valid,[],16.64,calibration-missing,,valid,[],21.86,sensor-ready,21.86,valid,[],10.97,calibration-missing,,valid,[],21.08,sensor-ready,21.08,valid,[],13.81,calibrated-ready,12.74,valid,[],21.81,sensor-ready,21.81,,,,,,valid,[],28.12,sensor-ready,28.12,,,,,,valid,[],39.75,sensor-ready,39.75,,,,,,,,,,
DZSLW4602,APGQ336F,CLARITY_NODE,minute,2024-08-04T20:15:16.712Z,43.600699,-116.347853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],40.03,calibration-missing,,valid,[],51.28,sensor-ready,51.28,valid,[],25.03,calibration-missing,,valid,[],49.41,sensor-ready,49.41,valid,[],34.83,calibrated-ready,26.82,valid,[],51.13,sensor-ready,51.13,,,,,,valid,[],28.6,sensor-ready,28.6,,,,,,valid,[],35.61,sensor-ready,35.61,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T20:15:56.294Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-4.83,calibration-error,,,,,,,valid,[],16.27,calibration-missing,,valid,[],24.03,sensor-ready,24.03,valid,[],12.73,calibration-missing,,valid,[],23.24,sensor-ready,23.24,valid,[],16.08,calibrated-ready,13.35,valid,[],23.98,sensor-ready,23.98,,,,,,valid,[],27.73,sensor-ready,27.73,,,,,,valid,[],40.45,sensor-ready,40.45,,,,,,,,,,
DRNGA8818,AJGJQC4K,CLARITY_NODE,minute,2024-08-04T20:16:43.781Z,43.600724,-116.347888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],46,calibration-missing,,valid,[],59.17,sensor-ready,59.17,valid,[],27.03,calibration-missing,,valid,[],56.65,sensor-ready,56.65,valid,[],39,calibrated-ready,30.13,valid,[],59.01,sensor-ready,59.01,,,,,,valid,[],29.14,sensor-ready,29.14,,,,,,valid,[],35.41,sensor-ready,35.41,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-08-04T20:16:46.831Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-22.58,calibrated-ready,8.15,,,,,,valid,[],16.23,calibration-missing,,valid,[],21.31,sensor-ready,21.31,valid,[],10.85,calibration-missing,,valid,[],20.51,sensor-ready,20.51,valid,[],14.46,calibrated-ready,12.63,valid,[],21.24,sensor-ready,21.24,,,,,,valid,[],28.05,sensor-ready,28.05,,,,,,valid,[],39.91,sensor-ready,39.91,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T20:19:36.072Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-0.26,calibration-error,,,,,,,valid,[],17.35,calibration-missing,,valid,[],22.36,sensor-ready,22.36,valid,[],12.38,calibration-missing,,valid,[],21.51,sensor-ready,21.51,valid,[],16.73,calibrated-ready,13.42,valid,[],22.3,sensor-ready,22.3,,,,,,valid,[],27.93,sensor-ready,27.93,,,,,,valid,[],40.45,sensor-ready,40.45,,,,,,,,,,
DZSLW4602,APGQ336F,CLARITY_NODE,minute,2024-08-04T20:19:56.897Z,43.600699,-116.347853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],40.96,calibration-missing,,valid,[],50.75,sensor-ready,50.75,valid,[],24.65,calibration-missing,,valid,[],48.78,sensor-ready,48.78,valid,[],34.38,calibrated-ready,26.92,valid,[],50.59,sensor-ready,50.59,,,,,,valid,[],28.43,sensor-ready,28.43,,,,,,valid,[],35.56,sensor-ready,35.56,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-08-04T20:20:29.722Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-17.09,calibrated-ready,8.15,,,,,,valid,[],17.58,calibration-missing,,valid,[],23.76,sensor-ready,23.76,valid,[],12.38,calibration-missing,,valid,[],22.81,sensor-ready,22.81,valid,[],15.62,calibrated-ready,13.54,valid,[],23.7,sensor-ready,23.7,,,,,,valid,[],28.06,sensor-ready,28.06,,,,,,valid,[],39.88,sensor-ready,39.88,,,,,,,,,,
DRNGA8818,AJGJQC4K,CLARITY_NODE,minute,2024-08-04T20:21:22.578Z,43.600724,-116.347888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],46.19,calibration-missing,,valid,[],59.29,sensor-ready,59.29,valid,[],27.19,calibration-missing,,valid,[],56.78,sensor-ready,56.78,valid,[],38.81,calibrated-ready,30.2,valid,[],59.19,sensor-ready,59.19,,,,,,valid,[],29,sensor-ready,29,,,,,,valid,[],35.41,sensor-ready,35.41,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T20:23:19.095Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],0.24,calibration-error,,,,,,,valid,[],17.81,calibration-missing,,valid,[],24.09,sensor-ready,24.09,valid,[],12.78,calibration-missing,,valid,[],23.27,sensor-ready,23.27,valid,[],16.97,calibrated-ready,13.85,valid,[],24.01,sensor-ready,24.01,,,,,,valid,[],28.3,sensor-ready,28.3,,,,,,valid,[],40.41,sensor-ready,40.41,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-08-04T20:24:13.623Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-17.9,calibrated-ready,8.31,,,,,,valid,[],18.72,calibration-missing,,valid,[],24.99,sensor-ready,24.99,valid,[],13,calibration-missing,,valid,[],23.92,sensor-ready,23.92,valid,[],16.55,calibrated-ready,14.15,valid,[],24.93,sensor-ready,24.93,,,,,,valid,[],28.27,sensor-ready,28.27,,,,,,valid,[],39.94,sensor-ready,39.94,,,,,,,,,,
DZSLW4602,APGQ336F,CLARITY_NODE,minute,2024-08-04T20:24:37.072Z,43.600699,-116.347853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],37.22,calibration-missing,,valid,[],47.32,sensor-ready,47.32,valid,[],23.64,calibration-missing,,valid,[],45.62,sensor-ready,45.62,valid,[],32.61,calibrated-ready,25.28,valid,[],47.17,sensor-ready,47.17,,,,,,valid,[],27.48,sensor-ready,27.48,,,,,,valid,[],35.46,sensor-ready,35.46,,,,,,,,,,
DRNGA8818,AJGJQC4K,CLARITY_NODE,minute,2024-08-04T20:26:01.138Z,43.600724,-116.347888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],40.65,calibration-missing,,valid,[],51.35,sensor-ready,51.35,valid,[],24.77,calibration-missing,,valid,[],49.26,sensor-ready,49.26,valid,[],34.69,calibrated-ready,26.96,valid,[],51.23,sensor-ready,51.23,,,,,,valid,[],28.46,sensor-ready,28.46,,,,,,valid,[],35.3,sensor-ready,35.3,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T20:26:58.972Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-0.96,calibration-error,,,,,,,valid,[],17.73,calibration-missing,,valid,[],24,sensor-ready,24,valid,[],13,calibration-missing,,valid,[],23.16,sensor-ready,23.16,valid,[],17.15,calibrated-ready,13.81,valid,[],23.94,sensor-ready,23.94,,,,,,valid,[],28.66,sensor-ready,28.66,,,,,,valid,[],40.45,sensor-ready,40.45,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-08-04T20:27:56.851Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-15.99,calibration-error,,,,,,,valid,[],15.88,calibration-missing,,valid,[],22.19,sensor-ready,22.19,valid,[],11.35,calibration-missing,,valid,[],21.33,sensor-ready,21.33,valid,[],14.35,calibrated-ready,12.63,valid,[],22.15,sensor-ready,22.15,,,,,,valid,[],28.46,sensor-ready,28.46,,,,,,valid,[],40.01,sensor-ready,40.01,,,,,,,,,,
DZSLW4602,APGQ336F,CLARITY_NODE,minute,2024-08-04T20:29:16.997Z,43.600699,-116.347853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],35.55,calibration-missing,,valid,[],47.07,sensor-ready,47.07,valid,[],23.42,calibration-missing,,valid,[],45.46,sensor-ready,45.46,valid,[],32.17,calibrated-ready,24.74,valid,[],46.97,sensor-ready,46.97,,,,,,valid,[],27.46,sensor-ready,27.46,,,,,,valid,[],35.46,sensor-ready,35.46,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T20:30:38.787Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-2.64,calibration-error,,,,,,,valid,[],15.15,calibration-missing,,valid,[],21.11,sensor-ready,21.11,valid,[],10.96,calibration-missing,,valid,[],20.41,sensor-ready,20.41,valid,[],14.54,calibrated-ready,12.31,valid,[],21.06,sensor-ready,21.06,,,,,,valid,[],28.37,sensor-ready,28.37,,,,,,valid,[],40.5,sensor-ready,40.5,,,,,,,,,,
DRNGA8818,AJGJQC4K,CLARITY_NODE,minute,2024-08-04T20:30:39.565Z,43.600724,-116.347888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],42.75,calibration-missing,,valid,[],53.89,sensor-ready,53.89,valid,[],25.98,calibration-missing,,valid,[],51.56,sensor-ready,51.56,valid,[],36.76,calibrated-ready,28.2,valid,[],53.72,sensor-ready,53.72,,,,,,valid,[],28.5,sensor-ready,28.5,,,,,,valid,[],35.33,sensor-ready,35.33,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-08-04T20:31:39.965Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-18.35,calibration-error,,,,,,,valid,[],16.42,calibration-missing,,valid,[],21.66,sensor-ready,21.66,valid,[],10.58,calibration-missing,,valid,[],20.76,sensor-ready,20.76,valid,[],14.69,calibrated-ready,12.75,valid,[],21.58,sensor-ready,21.58,,,,,,valid,[],28.08,sensor-ready,28.08,,,,,,valid,[],40.11,sensor-ready,40.11,,,,,,,,,,
DZSLW4602,APGQ336F,CLARITY_NODE,minute,2024-08-04T20:33:56.901Z,43.600699,-116.347853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],35.85,calibration-missing,,valid,[],45.81,sensor-ready,45.81,valid,[],23.19,calibration-missing,,valid,[],44.02,sensor-ready,44.02,valid,[],32.08,calibrated-ready,24.51,valid,[],45.72,sensor-ready,45.72,,,,,,valid,[],27.8,sensor-ready,27.8,,,,,,valid,[],35.7,sensor-ready,35.7,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T20:34:18.626Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-1.59,calibration-error,,,,,,,valid,[],17.42,calibration-missing,,valid,[],22.55,sensor-ready,22.55,valid,[],12.12,calibration-missing,,valid,[],21.72,sensor-ready,21.72,valid,[],16.08,calibrated-ready,13.37,valid,[],22.47,sensor-ready,22.47,,,,,,valid,[],28,sensor-ready,28,,,,,,valid,[],40.52,sensor-ready,40.52,,,,,,,,,,
DRNGA8818,AJGJQC4K,CLARITY_NODE,minute,2024-08-04T20:35:17.977Z,43.600724,-116.347888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],42.55,calibration-missing,,valid,[],53.43,sensor-ready,53.43,valid,[],25.39,calibration-missing,,valid,[],51.11,sensor-ready,51.11,valid,[],36.36,calibrated-ready,28.04,valid,[],53.3,sensor-ready,53.3,,,,,,valid,[],28.29,sensor-ready,28.29,,,,,,valid,[],35.62,sensor-ready,35.62,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-08-04T20:35:22.731Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-19.11,calibration-error,,,,,,,valid,[],15.38,calibration-missing,,valid,[],21.65,sensor-ready,21.65,valid,[],10.62,calibration-missing,,valid,[],20.82,sensor-ready,20.82,valid,[],13.81,calibrated-ready,12.36,valid,[],21.6,sensor-ready,21.6,,,,,,valid,[],28.03,sensor-ready,28.03,,,,,,valid,[],40.07,sensor-ready,40.07,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-08-04T20:37:58.621Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-1.57,calibration-error,,,,,,,valid,[],13.77,calibration-missing,,valid,[],18.83,sensor-ready,18.83,valid,[],9.62,calibration-missing,,valid,[],18.19,sensor-ready,18.19,valid,[],13,calibrated-ready,11.35,valid,[],18.79,sensor-ready,18.79,,,,,,valid,[],28.07,sensor-ready,28.07,,,,,,valid,[],40.53,sensor-ready,40.53,,,,,,,,,,
