datasourceId,sourceId,sourceType,outputFrequency,time,locationLatitude,locationLongitude,atmPressureIndividual.qcAssessment,atmPressureIndividual.qcFlags,atmPressureIndividual.raw,atmPressureIndividual.status,atmPressureIndividual.value,bcAllSourcesIndividual.qcAssessment,bcAllSourcesIndividual.qcFlags,bcAllSourcesIndividual.raw,bcAllSourcesIndividual.status,bcAllSourcesIndividual.value,bcBiomassIndividual.qcAssessment,bcBiomassIndividual.qcFlags,bcBiomassIndividual.raw,bcBiomassIndividual.status,bcBiomassIndividual.value,bcFossilFuelIndividual.qcAssessment,bcFossilFuelIndividual.qcFlags,bcFossilFuelIndividual.raw,bcFossilFuelIndividual.status,bcFossilFuelIndividual.value,bcSpectralBIndividual.qcAssessment,bcSpectralBIndividual.qcFlags,bcSpectralBIndividual.raw,bcSpectralBIndividual.status,bcSpectralBIndividual.value,bcSpectralGIndividual.qcAssessment,bcSpectralGIndividual.qcFlags,bcSpectralGIndividual.raw,bcSpectralGIndividual.status,bcSpectralGIndividual.value,bcSpectralIRIndividual.qcAssessment,bcSpectralIRIndividual.qcFlags,bcSpectralIRIndividual.raw,bcSpectralIRIndividual.status,bcSpectralIRIndividual.value,bcSpectralRIndividual.qcAssessment,bcSpectralRIndividual.qcFlags,bcSpectralRIndividual.raw,bcSpectralRIndividual.status,bcSpectralRIndividual.value,bcSpectralUVIndividual.qcAssessment,bcSpectralUVIndividual.qcFlags,bcSpectralUVIndividual.raw,bcSpectralUVIndividual.status,bcSpectralUVIndividual.value,no2ConcIndividual.qcAssessment,no2ConcIndividual.qcFlags,no2ConcIndividual.raw,no2ConcIndividual.status,no2ConcIndividual.value,o3ConcIndividual.qcAssessment,o3ConcIndividual.qcFlags,o3ConcIndividual.raw,o3ConcIndividual.status,o3ConcIndividual.value,pm10ConcMassIndividual.qcAssessment,pm10ConcMassIndividual.qcFlags,pm10ConcMassIndividual.raw,pm10ConcMassIndividual.status,pm10ConcMassIndividual.value,pm10ConcNumIndividual.qcAssessment,pm10ConcNumIndividual.qcFlags,pm10ConcNumIndividual.raw,pm10ConcNumIndividual.status,pm10ConcNumIndividual.value,pm1ConcMassIndividual.qcAssessment,pm1ConcMassIndividual.qcFlags,pm1ConcMassIndividual.raw,pm1ConcMassIndividual.status,pm1ConcMassIndividual.value,pm1ConcNumIndividual.qcAssessment,pm1ConcNumIndividual.qcFlags,pm1ConcNumIndividual.raw,pm1ConcNumIndividual.status,pm1ConcNumIndividual.value,pm2_5ConcMassIndividual.qcAssessment,pm2_5ConcMassIndividual.qcFlags,pm2_5ConcMassIndividual.raw,pm2_5ConcMassIndividual.status,pm2_5ConcMassIndividual.value,pm2_5ConcNumIndividual.qcAssessment,pm2_5ConcNumIndividual.qcFlags,pm2_5ConcNumIndividual.raw,pm2_5ConcNumIndividual.status,pm2_5ConcNumIndividual.value,relHumidAmbientIndividual.qcAssessment,relHumidAmbientIndividual.qcFlags,relHumidAmbientIndividual.raw,relHumidAmbientIndividual.status,relHumidAmbientIndividual.value,relHumidInternalIndividual.qcAssessment,relHumidInternalIndividual.qcFlags,relHumidInternalIndividual.raw,relHumidInternalIndividual.status,relHumidInternalIndividual.value,temperatureAmbientIndividual.qcAssessment,temperatureAmbientIndividual.qcFlags,temperatureAmbientIndividual.raw,temperatureAmbientIndividual.status,temperatureAmbientIndividual.value,temperatureInternalIndividual.qcAssessment,temperatureInternalIndividual.qcFlags,temperatureInternalIndividual.raw,temperatureInternalIndividual.status,temperatureInternalIndividual.value,windDirectionIndividual.qcAssessment,windDirectionIndividual.qcFlags,windDirectionIndividual.raw,windDirectionIndividual.status,windDirectionIndividual.value,windSpeedIndividual.qcAssessment,windSpeedIndividual.qcFlags,windSpeedIndividual.raw,windSpeedIndividual.status,windSpeedIndividual.value
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T22:25:56.579Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-5.45,calibrated-ready,12.64,,,,,,valid,[],33.23,calibration-missing,,valid,[],31.93,sensor-ready,31.93,valid,[],17.81,calibration-missing,,valid,[],29.84,sensor-ready,29.84,valid,[],28.58,calibrated-ready,19.31,valid,[],31.75,sensor-ready,31.75,,,,,,valid,[],40.34,sensor-ready,40.34,,,,,,valid,[],27.25,sensor-ready,27.25,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T22:29:40.395Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-12.52,calibrated-ready,17.01,,,,,,valid,[],39.66,calibration-missing,,valid,[],38.29,sensor-ready,38.29,valid,[],20.25,calibration-missing,,valid,[],35.87,sensor-ready,35.87,valid,[],31.22,calibrated-ready,22.52,valid,[],38,sensor-ready,38,,,,,,valid,[],38.59,sensor-ready,38.59,,,,,,valid,[],28.94,sensor-ready,28.94,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T22:33:23.546Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-6.94,calibrated-ready,20.53,,,,,,valid,[],46.99,calibration-missing,,valid,[],48.48,sensor-ready,48.48,valid,[],23.22,calibration-missing,,valid,[],45.2,sensor-ready,45.2,valid,[],36.61,calibrated-ready,26.59,valid,[],48.22,sensor-ready,48.22,,,,,,valid,[],38.36,sensor-ready,38.36,,,,,,valid,[],30.36,sensor-ready,30.36,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T22:36:04.243Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],0.5,calibrated-ready,13.05,,,,,,valid,[],53.17,calibration-missing,,valid,[],52.67,sensor-ready,52.67,valid,[],25.97,calibration-missing,,valid,[],49.55,sensor-ready,49.55,valid,[],41.42,calibrated-ready,28.58,valid,[],52.34,sensor-ready,52.34,,,,,,valid,[],42.5,sensor-ready,42.5,,,,,,valid,[],29.37,sensor-ready,29.37,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T22:37:07.097Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-11.37,calibrated-ready,16.83,,,,,,valid,[],48.5,calibration-missing,,valid,[],55.17,sensor-ready,55.17,valid,[],25.81,calibration-missing,,valid,[],51.87,sensor-ready,51.87,valid,[],38.96,calibrated-ready,28.49,valid,[],54.99,sensor-ready,54.99,,,,,,valid,[],37.58,sensor-ready,37.58,,,,,,valid,[],31.48,sensor-ready,31.48,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T22:39:44.655Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-10.73,calibrated-ready,12.14,,,,,,valid,[],53.52,calibration-missing,,valid,[],56.34,sensor-ready,56.34,valid,[],26.78,calibration-missing,,valid,[],53.1,sensor-ready,53.1,valid,[],42.17,calibrated-ready,30.09,valid,[],55.97,sensor-ready,55.97,,,,,,valid,[],38.87,sensor-ready,38.87,,,,,,valid,[],30.69,sensor-ready,30.69,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T22:40:50.468Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-19.96,calibrated-ready,11.92,,,,,,valid,[],49.94,calibration-missing,,valid,[],54.48,sensor-ready,54.48,valid,[],25.55,calibration-missing,,valid,[],50.98,sensor-ready,50.98,valid,[],39.36,calibrated-ready,28.99,valid,[],54.26,sensor-ready,54.26,,,,,,valid,[],36.3,sensor-ready,36.3,,,,,,valid,[],32.33,sensor-ready,32.33,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T22:43:24.887Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-10,calibrated-ready,14.04,,,,,,valid,[],51.2,calibration-missing,,valid,[],53.05,sensor-ready,53.05,valid,[],25.39,calibration-missing,,valid,[],49.98,sensor-ready,49.98,valid,[],40.02,calibrated-ready,28.83,valid,[],52.69,sensor-ready,52.69,,,,,,valid,[],38.33,sensor-ready,38.33,,,,,,valid,[],31.69,sensor-ready,31.69,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T22:44:33.936Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-28.33,calibration-error,,,,,,,valid,[],48.2,calibration-missing,,valid,[],54.19,sensor-ready,54.19,valid,[],25.55,calibration-missing,,valid,[],51.16,sensor-ready,51.16,valid,[],38.57,calibrated-ready,28.53,valid,[],53.91,sensor-ready,53.91,,,,,,valid,[],35.94,sensor-ready,35.94,,,,,,valid,[],32.91,sensor-ready,32.91,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T22:47:05.201Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-10.84,calibrated-ready,13.86,,,,,,valid,[],44.19,calibration-missing,,valid,[],44.99,sensor-ready,44.99,valid,[],22.77,calibration-missing,,valid,[],42.63,sensor-ready,42.63,valid,[],34.69,calibrated-ready,25.67,valid,[],44.78,sensor-ready,44.78,,,,,,valid,[],35.52,sensor-ready,35.52,,,,,,valid,[],32.61,sensor-ready,32.61,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T22:48:17.134Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-21.01,calibrated-ready,11.32,,,,,,valid,[],39.36,calibration-missing,,valid,[],42.66,sensor-ready,42.66,valid,[],21.58,calibration-missing,,valid,[],40.11,sensor-ready,40.11,valid,[],32.39,calibrated-ready,23.88,valid,[],42.49,sensor-ready,42.49,,,,,,valid,[],34.32,sensor-ready,34.32,,,,,,valid,[],33.48,sensor-ready,33.48,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T22:50:45.356Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-17.36,calibrated-ready,12.34,,,,,,valid,[],43.48,calibration-missing,,valid,[],42.92,sensor-ready,42.92,valid,[],22.22,calibration-missing,,valid,[],40.46,sensor-ready,40.46,valid,[],35.45,calibrated-ready,25.21,valid,[],42.62,sensor-ready,42.62,,,,,,valid,[],35.36,sensor-ready,35.36,,,,,,valid,[],33.42,sensor-ready,33.42,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T22:52:00.051Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-21.94,calibrated-ready,11.42,,,,,,valid,[],42.43,calibration-missing,,valid,[],45.66,sensor-ready,45.66,valid,[],22.61,calibration-missing,,valid,[],42.97,sensor-ready,42.97,valid,[],34.22,calibrated-ready,25.27,valid,[],45.45,sensor-ready,45.45,,,,,,valid,[],35,sensor-ready,35,,,,,,valid,[],34.06,sensor-ready,34.06,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T22:54:25.237Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-20.15,calibrated-ready,11.49,,,,,,valid,[],47.21,calibration-missing,,valid,[],51.23,sensor-ready,51.23,valid,[],25.14,calibration-missing,,valid,[],48.52,sensor-ready,48.52,valid,[],38.27,calibrated-ready,28.02,valid,[],51.03,sensor-ready,51.03,,,,,,valid,[],34.6,sensor-ready,34.6,,,,,,valid,[],34.15,sensor-ready,34.15,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T22:55:43.296Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-21.2,calibrated-ready,11.24,,,,,,valid,[],42.88,calibration-missing,,valid,[],45.7,sensor-ready,45.7,valid,[],22.61,calibration-missing,,valid,[],43.04,sensor-ready,43.04,valid,[],33.61,calibrated-ready,25.53,valid,[],45.51,sensor-ready,45.51,,,,,,valid,[],33.76,sensor-ready,33.76,,,,,,valid,[],34.56,sensor-ready,34.56,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T22:58:06.892Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-20.83,calibrated-ready,11.24,,,,,,valid,[],38.34,calibration-missing,,valid,[],39.22,sensor-ready,39.22,valid,[],20.83,calibration-missing,,valid,[],37.11,sensor-ready,37.11,valid,[],32.25,calibrated-ready,23.06,valid,[],39.01,sensor-ready,39.01,,,,,,valid,[],34.34,sensor-ready,34.34,,,,,,valid,[],34.76,sensor-ready,34.76,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T22:59:26.627Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-40.39,calibration-error,,,,,,,valid,[],37.44,calibration-missing,,valid,[],39.74,sensor-ready,39.74,valid,[],20.75,calibration-missing,,valid,[],37.34,sensor-ready,37.34,valid,[],31.52,calibrated-ready,23.03,valid,[],39.6,sensor-ready,39.6,,,,,,valid,[],32.63,sensor-ready,32.63,,,,,,valid,[],34.94,sensor-ready,34.94,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T23:01:46.876Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-18.93,calibrated-ready,10.8,,,,,,valid,[],34.52,calibration-missing,,valid,[],36.38,sensor-ready,36.38,valid,[],20.19,calibration-missing,,valid,[],34.36,sensor-ready,34.36,valid,[],30.58,calibrated-ready,21.55,valid,[],36.21,sensor-ready,36.21,,,,,,valid,[],33.16,sensor-ready,33.16,,,,,,valid,[],35.23,sensor-ready,35.23,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T23:03:09.534Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-29.14,calibration-error,,,,,,,valid,[],30.69,calibration-missing,,valid,[],34.94,sensor-ready,34.94,valid,[],18.62,calibration-missing,,valid,[],32.88,sensor-ready,32.88,valid,[],28.15,calibrated-ready,20.05,valid,[],34.82,sensor-ready,34.82,,,,,,valid,[],32.69,sensor-ready,32.69,,,,,,valid,[],35.26,sensor-ready,35.26,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T23:05:28.124Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-26,calibration-error,,,,,,,valid,[],33.41,calibration-missing,,valid,[],35.8,sensor-ready,35.8,valid,[],19,calibration-missing,,valid,[],33.93,sensor-ready,33.93,valid,[],29.69,calibrated-ready,21.15,valid,[],35.63,sensor-ready,35.63,,,,,,valid,[],32.58,sensor-ready,32.58,,,,,,valid,[],35.5,sensor-ready,35.5,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T23:06:52.450Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-19.23,calibrated-ready,10.77,,,,,,valid,[],31.23,calibration-missing,,valid,[],34.73,sensor-ready,34.73,valid,[],18.77,calibration-missing,,valid,[],32.69,sensor-ready,32.69,valid,[],28.04,calibrated-ready,20.14,valid,[],34.61,sensor-ready,34.61,,,,,,valid,[],32.74,sensor-ready,32.74,,,,,,valid,[],35.48,sensor-ready,35.48,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T23:09:11.103Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-30,calibration-error,,,,,,,valid,[],31.78,calibration-missing,,valid,[],33.2,sensor-ready,33.2,valid,[],17.8,calibration-missing,,valid,[],31.48,sensor-ready,31.48,valid,[],28.99,calibrated-ready,20.22,valid,[],32.99,sensor-ready,32.99,,,,,,valid,[],32.56,sensor-ready,32.56,,,,,,valid,[],35.62,sensor-ready,35.62,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T23:10:35.592Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-30.4,calibration-error,,,,,,,valid,[],33.91,calibration-missing,,valid,[],35.01,sensor-ready,35.01,valid,[],19.22,calibration-missing,,valid,[],32.91,sensor-ready,32.91,valid,[],28.83,calibrated-ready,20.98,valid,[],34.82,sensor-ready,34.82,,,,,,valid,[],32.78,sensor-ready,32.78,,,,,,valid,[],35.61,sensor-ready,35.61,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T23:12:51.123Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-21.58,calibrated-ready,10.01,,,,,,valid,[],33.61,calibration-missing,,valid,[],34.45,sensor-ready,34.45,valid,[],19.22,calibration-missing,,valid,[],32.73,sensor-ready,32.73,valid,[],28.78,calibrated-ready,20.87,valid,[],34.25,sensor-ready,34.25,,,,,,valid,[],32.7,sensor-ready,32.7,,,,,,valid,[],35.68,sensor-ready,35.68,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T23:14:18.725Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-26.62,calibration-error,,,,,,,valid,[],30.97,calibration-missing,,valid,[],33.2,sensor-ready,33.2,valid,[],17.81,calibration-missing,,valid,[],31.14,sensor-ready,31.14,valid,[],27.52,calibrated-ready,19.85,valid,[],33.06,sensor-ready,33.06,,,,,,valid,[],31.87,sensor-ready,31.87,,,,,,valid,[],35.6,sensor-ready,35.6,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T23:16:31.260Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-24.48,calibrated-ready,10.11,,,,,,valid,[],26.72,calibration-missing,,valid,[],27.86,sensor-ready,27.86,valid,[],15.83,calibration-missing,,valid,[],26.36,sensor-ready,26.36,valid,[],23.14,calibrated-ready,17.41,valid,[],27.74,sensor-ready,27.74,,,,,,valid,[],31.33,sensor-ready,31.33,,,,,,valid,[],35.71,sensor-ready,35.71,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T23:18:02.110Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-20.83,calibrated-ready,10.15,,,,,,valid,[],25.44,calibration-missing,,valid,[],27.96,sensor-ready,27.96,valid,[],14.75,calibration-missing,,valid,[],26.36,sensor-ready,26.36,valid,[],21.3,calibrated-ready,16.85,valid,[],27.85,sensor-ready,27.85,,,,,,valid,[],31.16,sensor-ready,31.16,,,,,,valid,[],35.7,sensor-ready,35.7,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T23:20:11.261Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-20.41,calibrated-ready,10.17,,,,,,valid,[],26.33,calibration-missing,,valid,[],26.72,sensor-ready,26.72,valid,[],14.33,calibration-missing,,valid,[],25.39,sensor-ready,25.39,valid,[],23.55,calibrated-ready,17.15,valid,[],26.53,sensor-ready,26.53,,,,,,valid,[],31.75,sensor-ready,31.75,,,,,,valid,[],35.77,sensor-ready,35.77,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T23:21:45.251Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-19.55,calibrated-ready,10.12,,,,,,valid,[],22.07,calibration-missing,,valid,[],26.55,sensor-ready,26.55,valid,[],14.25,calibration-missing,,valid,[],25.13,sensor-ready,25.13,valid,[],19.76,calibrated-ready,15.56,valid,[],26.46,sensor-ready,26.46,,,,,,valid,[],30.97,sensor-ready,30.97,,,,,,valid,[],35.75,sensor-ready,35.75,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T23:24:00.616Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-23.91,calibrated-ready,9.78,,,,,,valid,[],18.19,calibration-missing,,valid,[],22.17,sensor-ready,22.17,valid,[],12.19,calibration-missing,,valid,[],20.93,sensor-ready,20.93,valid,[],17.73,calibrated-ready,13.65,valid,[],22.09,sensor-ready,22.09,,,,,,valid,[],29.73,sensor-ready,29.73,,,,,,valid,[],35.82,sensor-ready,35.82,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T23:25:28.391Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-26.04,calibration-error,,,,,,,valid,[],18.08,calibration-missing,,valid,[],21.69,sensor-ready,21.69,valid,[],10.54,calibration-missing,,valid,[],20.47,sensor-ready,20.47,valid,[],16.15,calibrated-ready,13.36,valid,[],21.63,sensor-ready,21.63,,,,,,valid,[],29.32,sensor-ready,29.32,,,,,,valid,[],35.87,sensor-ready,35.87,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T23:27:40.730Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-14,calibrated-ready,10.43,,,,,,valid,[],19,calibration-missing,,valid,[],21.05,sensor-ready,21.05,valid,[],11,calibration-missing,,valid,[],20,sensor-ready,20,valid,[],16.96,calibrated-ready,13.56,valid,[],20.96,sensor-ready,20.96,,,,,,valid,[],30.21,sensor-ready,30.21,,,,,,valid,[],35.92,sensor-ready,35.92,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T23:29:11.472Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-19.41,calibrated-ready,9.73,,,,,,valid,[],15.46,calibration-missing,,valid,[],18.89,sensor-ready,18.89,valid,[],9.46,calibration-missing,,valid,[],17.75,sensor-ready,17.75,valid,[],14.08,calibrated-ready,11.9,valid,[],18.83,sensor-ready,18.83,,,,,,valid,[],29.46,sensor-ready,29.46,,,,,,valid,[],35.95,sensor-ready,35.95,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T23:31:27.143Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-11.73,calibrated-ready,10.44,,,,,,valid,[],18.27,calibration-missing,,valid,[],21.56,sensor-ready,21.56,valid,[],11.38,calibration-missing,,valid,[],20.42,sensor-ready,20.42,valid,[],17,calibrated-ready,13.4,valid,[],21.49,sensor-ready,21.49,,,,,,valid,[],30.8,sensor-ready,30.8,,,,,,valid,[],36.08,sensor-ready,36.08,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T23:32:54.811Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-34.9,calibration-error,,,,,,,valid,[],18.67,calibration-missing,,valid,[],19.31,sensor-ready,19.31,valid,[],9.39,calibration-missing,,valid,[],18.18,sensor-ready,18.18,valid,[],15.17,calibrated-ready,12.98,valid,[],19.2,sensor-ready,19.2,,,,,,valid,[],29.28,sensor-ready,29.28,,,,,,valid,[],36.11,sensor-ready,36.11,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T23:35:08.892Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-11.89,calibrated-ready,10.11,,,,,,valid,[],18.69,calibration-missing,,valid,[],19.48,sensor-ready,19.48,valid,[],10.04,calibration-missing,,valid,[],18.38,sensor-ready,18.38,valid,[],16.15,calibrated-ready,13.11,valid,[],19.36,sensor-ready,19.36,,,,,,valid,[],29.93,sensor-ready,29.93,,,,,,valid,[],36.18,sensor-ready,36.18,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T23:36:38.095Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-18.9,calibrated-ready,9.88,,,,,,valid,[],16.96,calibration-missing,,valid,[],19.16,sensor-ready,19.16,valid,[],9.62,calibration-missing,,valid,[],18.08,sensor-ready,18.08,valid,[],14.77,calibrated-ready,12.43,valid,[],19.09,sensor-ready,19.09,,,,,,valid,[],29.64,sensor-ready,29.64,,,,,,valid,[],36.26,sensor-ready,36.26,,,,,,,,,,
DLBZS9655,AQRLL9HH,CLARITY_NODE,minute,2024-07-30T23:38:48.762Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-11.5,calibrated-ready,9.96,,,,,,valid,[],18.92,calibration-missing,,valid,[],20.67,sensor-ready,20.67,valid,[],11.22,calibration-missing,,valid,[],19.62,sensor-ready,19.62,valid,[],17.34,calibrated-ready,13.48,valid,[],20.55,sensor-ready,20.55,,,,,,valid,[],30.76,sensor-ready,30.76,,,,,,valid,[],36.33,sensor-ready,36.33,,,,,,,,,,
DPZDB9185,ATFLLNGJ,CLARITY_NODE,minute,2024-07-30T23:40:21.605Z,39.76168,-121.84047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,[],-18.19,calibrated-ready,10.04,,,,,,valid,[],16.58,calibration-missing,,valid,[],19.8,sensor-ready,19.8,valid,[],9.96,calibration-missing,,valid,[],18.66,sensor-ready,18.66,valid,[],15.15,calibrated-ready,12.4,valid,[],19.73,sensor-ready,19.73,,,,,,valid,[],30.81,sensor-ready,30.81,,,,,,valid,[],36.33,sensor-ready,36.33,,,,,,,,,,
